Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
CMCT,CIM Commercial Trust Corporation,17.8358,1740445866,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct
CME,CME Group Inc.,79.13,26589458368,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CMFN,CM Finance Inc,12.16,166186658.6,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn
CMGE,China Mobile Games and Entertainment Group Limited,21.89,681466740,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmge
CMLS,Cumulus Media Inc.,3.57,828381661.2,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CMRX,"Chimerix, Inc.",35.4,1262698565,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx
CMSB,"CMS Bancorp, Inc.",12.86,23955646.58,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/cmsb
CMTL,Comtech Telecommunications Corp.,35.19,570202854.1,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,6.76,105887734.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNBKA,"Century Bancorp, Inc.",35.83,199143462.5,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka
CNCE,"Concert Pharmaceuticals, Inc.",13.05,235080220.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CNDO,"Coronado Biosciences, Inc.",1.78,78875703.54,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cndo
CNET,"ChinaNet Online Holdings, Inc.",1.8,40349772,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnet
CNIT,"China Information Technology, Inc.",3.583,107401929.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit
CNMD,CONMED Corporation,39.46,1079018271,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CNOB,"ConnectOne Bancorp, Inc.",18.65,556248521.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cnob
CNQR,"Concur Technologies, Inc.",127.77,7287510802,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnqr
CNSI,Comverse Inc.,20.04,448066123.6,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cnsi
CNSL,"Consolidated Communications Holdings, Inc.",26.19,1055172943,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CNTF,China TechFaith Wireless Communication Technology Limited,1.26,66696267.96,n/a,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cntf
CNTY,"Century Casinos, Inc.",5.42,132145328.9,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty
CNVR,"Conversant, Inc.",34.105,2185368560,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/cnvr
CNYD,"China Yida Holding, Co.",2.75,10765095,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cnyd
COB,CommunityOne Bancorp,9.42,204778544.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob
COBK,"Colonial Financial Services, Inc.",12.98,50104617.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cobk
COBZ,CoBiz Financial Inc.,11.46,465836416.9,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COCO,"Corinthian Colleges, Inc.",0.09,7887896.73,n/a,1999,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coco
COHR,"Coherent, Inc.",58.78,1466123383,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
COHU,"Cohu, Inc.",10.82,274808231.9,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
COKE,Coca-Cola Bottling Co. Consolidated,82.03,760525477.3,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
COLB,"Columbia Banking System, Inc.",24.9,1310882312,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,35.1,2460054613,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
COMM,"CommScope Holding Company, Inc.",21,3931490199,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
COMT,iShares Commodities Select Strategy ETF,50.4099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
CONE,CyrusOne Inc,24.7,954926033.1,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CONN,"Conn&#39;s, Inc.",30.23,1095977556,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
COOL,Majesco Entertainment Company,0.8601,5731786.389,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
CORE,"Core-Mark Holding Company, Inc.",54.13,1249330847,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",5.76,103682413.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CORT,Corcept Therapeutics Incorporated,3.19,322583665.1,n/a,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
COSI,"Cosi, Inc.",1.9,44360073.3,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
COST,Costco Wholesale Corporation,122.95,53822846261,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
COVS,Covisint Corporation,2.68,101551653.4,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs
COVSV,Covisint Corporation,2.15,0,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/covsv
COWN,"Cowen Group, Inc.",3.77,433588193.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
CPAH,CounterPath Corporation,0.9279,39494084.29,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
CPGI,"China Shengda Packaging Group, Inc.",0.75,29093108.25,n/a,2010,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cpgi
CPHC,Canterbury Park Holding Corporation,9.72,40812724.8,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
CPHD,CEPHEID,44.67,3136175011,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cphd
CPIX,Cumberland Pharmaceuticals Inc.,4.86,85427617.14,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CPLA,Capella Education Company,67.06,821754313,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
CPLP,Capital Product Partners L.P.,8.34,886047521.4,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
CPRT,"Copart, Inc.",31.09,3924940013,n/a,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CPRX,"Catalyst Pharmaceutical Partners, Inc.",2.43,163221600.7,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CPSI,"Computer Programs and Systems, Inc.",60.27,675559137.3,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CPSS,"Consumer Portfolio Services, Inc.",6.96,175997854.1,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CPST,Capstone Turbine Corporation,0.84,276960558,n/a,2000,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst
CPTA,Capitala Finance Corp.,18.27,237042653.4,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/cpta
CPWR,Compuware Corporation,9.995,2200297391,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpwr
CPXX,Celator Pharmaceuticals Inc.,2.39,62327691.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpxx
CRAI,"CRA International,Inc.",26.06,258033376.7,n/a,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CRAY,Cray Inc,27.52,1128468415,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CRDC,"Cardica, Inc.",0.9625,85615545.4,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/crdc
CRDS,"Crossroads Systems, Inc.",2.59,39960413.29,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
CRDT,WisdomTree Global Corporate Bond Fund,75.3686,7536860,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crdt
CREE,"Cree, Inc.",33.07,3950921579,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CREG,China Recycling Energy Corporation,1.22,74354342.04,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg
CRESW,Cresud S.A.C.I.F. y A.,0.0304,0,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cresw
CRESY,Cresud S.A.C.I.F. y A.,10.26,514603361,n/a,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRIS,"Curis, Inc.",1.41,121266848.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CRME,Cardiome Pharma Corporation,8.07,133316981,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
CRMT,"America&#39;s Car-Mart, Inc.",42.8,365468900.4,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
CRNT,Ceragon Networks Ltd.,2.13,163120017.8,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt
CROX,"Crocs, Inc.",12.29,1047904662,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CRRC,Courier Corporation,13.17,150499766.7,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/crrc
CRRS,"Corporate Resource Services, Inc.",1.33,210159950,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/crrs
CRTN,"Cartesian, Inc.",3.9632,34815495.3,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn
CRTO,Criteo S.A.,29.61,1753045956,n/a,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CRUS,"Cirrus Logic, Inc.",20.03,1244539714,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CRVL,CorVel Corp.,32.88,685528929.6,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRWN,"Crown Media Holdings, Inc.",3.24,1165350033,n/a,2000,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CRWS,"Crown Crafts, Inc.",7.25,73062295.5,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRZO,"Carrizo Oil & Gas, Inc.",45.025,2072436679,n/a,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
CSBK,Clifton Bancorp Inc.,12.75,339550668.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CSCD,"Cascade Microtech, Inc.",10.43,170371484.2,n/a,2004,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cscd
CSCO,"Cisco Systems, Inc.",22.82,1.16841E+11,n/a,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CSF,Compass EMP U.S. Discovery 500 Enhanced Volatility Weighted Fu,34.34,6868000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csf
CSFL,"CenterState Banks, Inc.",10.46,471055974.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CSGP,"CoStar Group, Inc.",138.61,4477258659,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
CSGS,"CSG Systems International, Inc.",25.66,890050714.6,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSII,"Cardiovascular Systems, Inc.",27.07,852448051.6,n/a,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii
CSIQ,Canadian Solar Inc.,28.55,1548256308,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
CSOD,"Cornerstone OnDemand, Inc.",33.13,1768757593,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CSPI,CSP Inc.,7.27,26242140.96,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSQ,Calamos Strategic Total Return Fund,10.71,1654844940,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq
CSRE,CSR plc,54.6,2254259935,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csre
CSTE,CaesarStone Sdot-Yam Ltd.,48.42,1685444517,n/a,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
CSUN,"China Sunergy Co., Ltd.",2.16,28884148.56,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/csun
CSWC,Capital Southwest Corporation,35.24,543172867.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc
CTAS,Cintas Corporation,68.43,8004880360,n/a,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas
CTBI,"Community Trust Bancorp, Inc.",34.46,600512710.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CTCM,"CTC Media, Inc.",5.01,780368451.7,n/a,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTCT,"Constant Contact, Inc.",28.64,908196624.6,n/a,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct
CTG,"Computer Task Group, Incorporated",10.63,195911835.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CTHR,Charles & Colvard Ltd,2.5,50893332.5,n/a,1997,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr
CTIB,CTI Industries Corporation,3.88,12808330.08,n/a,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTIC,CTI BioPharma Corp.,2.28,341847718.8,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTRE,"CareTrust REIT, Inc.",14.39,322853147.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
CTRL,Control4 Corporation,13.97,332719815.9,n/a,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CTRN,"Citi Trends, Inc.",21.06,328104628,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CTRP,"Ctrip.com International, Ltd.",53.74,7271720835,n/a,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CTRX,Catamaran Corporation,40.01,8300869019,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ctrx
CTSH,Cognizant Technology Solutions Corporation,44.12,26821620734,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
CTWS,"Connecticut Water Service, Inc.",35.11,389706043.1,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CTXS,"Citrix Systems, Inc.",64.01,10527743967,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CU,First Trust ISE Global Copper Index Fund,19.64,24550039.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cu
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.65,24691922.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba
CUBI,"Customers Bancorp, Inc",17.8,475782608,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBIL,"Customers Bancorp, Inc",26.27,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubil
CUI,"CUI Global, Inc.",6.6,136900374.6,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CUNB,CU Bancorp (CA),19.38,217486914.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CUTR,"Cutera, Inc.",9.95,142416230.6,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,14.29,1511918197,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVCO,"Cavco Industries, Inc.",69.83,618018124.9,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
CVCY,Central Valley Community Bancorp,10.76,117584473,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CVGI,"Commercial Vehicle Group, Inc.",5.92,175992441.8,n/a,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
CVGW,"Calavo Growers, Inc.",44.43,700323654.2,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw
CVLT,"CommVault Systems, Inc.",46.98,2128896680,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CVLY,"Codorus Valley Bancorp, Inc",19.7993,108758762.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
CVTI,"Covenant Transportation Group, Inc.",16.78,211731348.8,n/a,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
CVV,CVD Equipment Corporation,10.63,65270400.41,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CWAY,"Coastway Bancorp, Inc.",10.83,53599608.57,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
CWBC,Community West Bancshares,6.0699,49770345.36,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CWCO,Consolidated Water Co. Ltd.,11.43,168008267,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CWST,"Casella Waste Systems, Inc.",4.21,170249886.6,n/a,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst
CXDC,China XD Plastics Company Limited,5.6,277705545.6,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
CY,Cypress Semiconductor Corporation,8.99,1431686843,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYAN,Cyanotech Corporation,4.642,25475472.4,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBE,CyberOptics Corporation,9.31,61473483.12,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYBR,CyberArk Software Ltd.,29.45,871140895.2,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cybr
CYBX,"Cyberonics, Inc.",50.14,1334972787,n/a,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
CYCC,"Cyclacel Pharmaceuticals, Inc.",3.21,72791484.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",7.3,2447492.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CYHHZ,"Community Health Systems, Inc.",0.029,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CYNO,"Cynosure, Inc.",20.34,440230213.8,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CYOU,Changyou.com Limited,17.5,924649127.5,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
CYRN,CYREN Ltd.,1.9193,51032311.84,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/cyrn
CYTK,"Cytokinetics, Incorporated",3.4,124469855.4,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTR,CytRx Corporation,2.63,146623683.5,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
CYTX,Cytori Therapeutics Inc,0.5085,40446992.59,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CZFC,Citizens First Corporation,12,23625324,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CZNC,Citizens & Northern Corp,19.82,245319949.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZR,Caesars Entertainment Corporation,10.39,1498659792,n/a,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
CZWI,"Citizens Community Bancorp, Inc.",8.8,45470136.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
DAEG,Daegis Inc,0.7299,11959005.68,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
DAIO,Data I/O Corporation,3.1,24314930.6,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DAKT,"Daktronics, Inc.",12.35,534598920.7,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARA,"DARA Biosciences, Inc.",0.85,16575430.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
DATE,Jiayuan.com International Ltd.,5.32,173896414.7,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date
DAVE,"Famous Dave&#39;s of America, Inc.",25.21,179436006.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave
DCIX,Diana Containerships Inc.,2.13,155828650.8,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DCOM,"Dime Community Bancshares, Inc.",14.61,538503503.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DCTH,"Delcath Systems, Inc.",1.74,16446358.2,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DENN,Denny&#39;s Corporation,7.78,660815811.7,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
DEPO,"Depomed, Inc.",14.62,854928769.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",14.08,272059800.3,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,15.2,208336930.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",22.02,515651059.9,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DGAS,"Delta Natural Gas Company, Inc.",20.65,145373460.1,n/a,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DGICA,"Donegal Group, Inc.",15.99,425944370.3,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",23.05,614009864.6,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DGII,Digi International Inc.,7.82,194309326.8,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DGLD,3X Inverse Gold ETN Velocityshares,70.22,9550622.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DGLY,"Digital Ally, Inc.",11.49,31101028.59,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DGRE,WisdomTree Emerging Markets Dividend Growth Fund,25.09,15054100.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgre
DGRS,WisdomTree U.S. SmallCap Dividend Growth Fund,26.75,24075000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrs
DGRW,WisdomTree U.S. Dividend Growth Fund,27.85,125325000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgrw
DHIL,"Diamond Hill Investment Group, Inc.",120,396806280,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
DHRM,Dehaier Medical Systems Limited,4.56,25612152,n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DIOD,Diodes Incorporated,22.96,1092100459,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,"Discovery Communications, Inc.",34.19,10046053649,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",35.0299,10292841612,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",33.97,9981411011,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,57.96,12888802894,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DJCO,Daily Journal Corp. (S.C.),185.89,256666873.9,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DLHC,DLH Holdings Corp.,3.43,32918303.39,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DLIA,dELIA*s Inc.,0.13,9518458.56,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/dlia
DLNG,Dynagas LNG Partners LP,19.98,409689900,n/a,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLTR,"Dollar Tree, Inc.",55.05,11319690656,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DMLP,"Dorchester Minerals, L.P.",26.4,809831378.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DMND,"Diamond Foods, Inc.",27.58,865412355.6,n/a,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd
DMRC,Digimarc Corporation,25,189430750,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DNBF,DNB Financial Corp,21.4,59241684.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DNDN,Dendreon Corporation,1.1,176345798.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dndn
DNKN,"Dunkin&#39; Brands Group, Inc.",44.73,4689700792,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DORM,"Dorman Products, Inc.",43.62,1574086282,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
